user_id,age,location
88278,34.0,"charleston, south carolina, usa"
88937,39.0,"cary, north carolina, usa"
94264,69.0,"portales, new mexico, usa"
98904,28.0,"billings, montana, usa"
103496,34.0,"pleasanton, california, usa"
112559,37.0,"dallas, texas, usa"
119650,29.0,"marine city, michigan, usa"
123468,42.0,"toronto, ontario, canada"
124488,34.0,"keaau, hawaii, usa"
128742,40.0,"caledonia, ontario, canada"
128915,43.0,"ridgeland, south carolina, usa"
130460,63.0,"the villages, florida, usa"
139355,57.0,"pittsburgh, pennsylvania, usa"
144318,34.0,"grimes, iowa, usa"
144348,31.0,"lake mary, florida, usa"
147166,38.0,"london, england, united kingdom"
147839,47.0,"mokena, illinois, usa"
151653,34.0,"omaha, nebraska, usa"
160803,34.0,"errington, british columbia, canada"
163804,43.0,"bonaire, georgia, usa"
176214,34.0,"springdale, arkansas, usa"
177113,47.0,"north augusta, south carolina, usa"
177854,36.0,"corrales, new mexico, usa"
188022,34.0,"harlowton, montana, usa"
188593,26.0,"stockton, california, usa"
194513,57.0,"sherkston, ontario, canada"
194735,60.0,"victoria, british columbia, canada"
195386,53.0,"canyon country, california, usa"
201568,34.0,"calgary, alberta, canada"
205356,28.0,"long beach, california, usa"
212216,34.0,"lexington, virginia, usa"
212853,34.0,"cape coral, florida, usa"
212923,34.0,"minneapolis, minnesota, usa"
213207,34.0,"maryland heights, missouri, usa"
214581,34.0,"burnaby, british columbia, canada"
216444,57.0,"nunspeet, gelderland, netherlands"
221698,53.0,"lake oswego, oregon, usa"
223748,53.0,"olympia, washington, usa"
228998,41.0,"lincoln, nebraska, usa"
229921,34.0,"victoria, british columbia, canada"
231603,34.0,"gardendale, alabama, usa"
233719,49.0,"rochester hills, michigan, usa"
233889,37.0,"brisbane, queensland, australia"
236480,34.0,"houston, texas, usa"
236909,45.0,"edwardsville, illinois, usa"
244915,49.0,"lexington, north carolina, usa"
247278,51.0,"hootentown, missouri, usa"
249924,38.0,"san francisco, california, usa"
250330,34.0,"riverdale, new york, usa"
250725,68.0,"victoria, british columbia, canada"
250925,33.0,"milton, ontario, canada"
250984,37.0,"cambridge, massachusetts, usa"
251518,34.0,"woolmarket, mississippi, usa"
252159,34.0,"richmond, virginia, usa"
253580,52.0,"midland, ontario, canada"
255546,42.0,"las vegas, nevada, usa"
256440,34.0,"san luis obispo, usa"
259628,34.0,"baytown, texas, usa"
263645,28.0,"st catharines, ontario, canada"
269478,34.0,"west mifflin, pennsylvania, usa"
271086,34.0,"calgary, alberta, canada"
272885,34.0,"union, south carolina, usa"
272890,34.0,"farmingdale, new york, usa"
275994,49.0,"rome, new york, usa"
276231,34.0,"livingston, texas, usa"
278390,35.0,"elburn, illinois, usa"
8067,26.0,"owings mills, maryland, usa"
15819,34.0,"grapevine, texas, usa"
18979,36.0,"huntington beach, california, usa"
20971,20.0,"sacramento, california, usa"
23624,34.0,"halifax, nova scotia, canada"
25391,34.0,"ottawa, ontario, canada"
26473,37.0,"charlotte, north carolina, usa"
29257,34.0,"fairbanks, usa"
30276,49.0,"wildwood, new jersey, usa"
39372,68.0,"san marcos, texas, usa"
42256,34.0,"winfield, alberta, canada"
44595,39.0,"toronto, ontario, canada"
50895,34.0,"calverton, new york, usa"
59189,33.0,"houston, texas, usa"
59727,24.0,"plano, texas, usa"
67397,50.0,"bloomfield, new jersey, usa"
69697,24.0,"west sacramento, california, usa"
72238,34.0,"durham, maine, usa"
73504,24.0,"so paulo, sp, brazil"
74297,34.0,"goleta, california, usa"
75860,30.0,"buffalo, minnesota, usa"
84191,34.0,"fulton, missouri, usa"
98391,52.0,"morrow, georgia, usa"
106059,34.0,"apo, armed services europe, usa"
108480,34.0,"caracas, dtto federal, venezuela"
111470,33.0,"nemacolin, pennsylvania, usa"
114368,33.0,"mechanicsville, maryland, usa"
115841,60.0,"hutchinson, kansas, usa"
117384,29.0,"some other, planet, far away"
124372,36.0,"acworth, georgia, usa"
132846,34.0,"ocean shores, washington, usa"
138441,34.0,"merrimack, new hampshire, usa"
145546,37.0,"acton, massachusetts, usa"
146906,34.0,"washington, pennsylvania, usa"
150561,33.0,"bodegraven, zuidholland, netherlands"
156269,53.0,"chicago, illinois, usa"
156467,38.0,"waltham, massachusetts, usa"
166824,34.0,"nova, virginia, usa"
170575,32.0,"bethlehem, pennsylvania, usa"
170742,41.0,"ofallon, missouri, usa"
174692,59.0,"lagrange, usa"
177374,34.0,"kingston, washington, usa"
186447,32.0,"seattle, washington, usa"
207349,25.0,"seadrift, texas, usa"
223190,33.0,"the woodlands, texas, usa"
231264,38.0,"san antonio, texas, usa"
232066,30.0,"swartz creek, michigan, usa"
235392,27.0,"st louis, missouri, usa"
270828,44.0,"port moody, british columbia, canada"
271604,47.0,"san diego, california, usa"
19522,54.0,"candler, north carolina, usa"
30029,37.0,"simi valley, california, usa"
45765,52.0,"mundelein, illinois, usa"
48975,34.0,"beaver dams, new york, usa"
51450,54.0,"lawrenceville, georgia, usa"
61038,53.0,"riverside public library, illinois, usa"
65038,28.0,"longmont, colorado, usa"
71712,26.0,"valley center, kansas, usa"
91103,35.0,"casper, wyoming, usa"
93770,34.0,"calgary, alberta, canada"
94385,55.0,"peoria, illinois, usa"
101422,44.0,"phoenix, arizona, usa"
112614,46.0,"slippery rock, pennsylvania, usa"
224430,34.0,"louisville, kentucky, usa"
230900,26.0,"kota kinabalu, sabah, malaysia"
244455,34.0,"grand forks, british columbia, canada"
271503,34.0,"wichita, kansas, usa"
273805,34.0,"houghton, michigan, usa"
278188,34.0,"lake george, new york, usa"
2630,66.0,"kingsland, texas, usa"
6254,34.0,"enfield, connecticut, usa"
12343,42.0,"grass lake, michigan, usa"
30711,32.0,"sydney, new south wales, australia"
33179,34.0,"freedonia, emilia romagna, antarctica"
33763,34.0,"sonora, usa"
36978,34.0,"monrovia, maryland, usa"
45155,57.0,"minden, louisiana, usa"
45857,45.0,"bel nor, missouri, usa"
45918,32.0,"newcastle upon tyne, tyne and wear, united kingdom"
46500,23.0,"raytown, missouri, usa"
56066,41.0,"kansas city, missouri, usa"
57601,34.0,"san diego, california, usa"
60178,47.0,"west bloomfield, michigan, usa"
63184,22.0,"gympie, queensland, australia"
66945,26.0,"tuscon, arizona, usa"
67627,34.0,"kent, ohio, usa"
67796,33.0,"pensacola, florida, usa"
68984,26.0,"aurora, illinois, usa"
76576,17.0,"snellville, georgia, usa"
87949,44.0,"gladewater, texas, usa"
93367,34.0,"frisco, texas, usa"
99312,28.0,"apple valley, minnesota, usa"
106388,27.0,"sarasota, florida, usa"
108306,38.0,"rancho cordova, california, usa"
108352,37.0,"rochester, michigan, usa"
110929,25.0,"felixstowe, england, united kingdom"
121490,34.0,"colonia, new jersey, usa"
124474,53.0,"canon city, colorado, usa"
125045,43.0,"ipswich, england, united kingdom"
126232,29.0,"branchville, new jersey, usa"
135855,34.0,"pelzer, south carolina, usa"
139742,36.0,"toronto, ontario, canada"
155223,21.0,"bloomfield, new mexico, usa"
164783,34.0,"cleveland, ohio, usa"
168383,17.0,"miami, florida, usa"
173538,27.0,"ipswich, england, united kingdom"
173901,45.0,"glenwood, arkansas, usa"
174151,34.0,"carrollton, georgia, usa"
175149,32.0,"mt pleasant, michigan, usa"
175223,34.0,"fort meade, maryland, usa"
182275,29.0,"mississauga, ontario, canada"
183046,34.0,"toronto, ontario, canada"
216099,34.0,"ciudad coln, san jos, costa rica"
218344,23.0,"melbourne, victoria, australia"
220892,34.0,"lansing, michigan, usa"
222372,54.0,"ottawa, ontario, canada"
224013,17.0,"jacksonville, florida, usa"
228108,34.0,"navarre, florida, usa"
231856,34.0,"calgary, alberta, canada"
233911,41.0,"romney, west virginia, usa"
234077,34.0,"arlington, texas, usa"
242299,25.0,"orlando, florida, usa"
248615,42.0,"emmetsburg, iowa, usa"
249746,46.0,"lincoln, california, usa"
251003,37.0,"latonia, kentucky, usa"
251501,34.0,"universal city, texas, usa"
252287,58.0,"boynton beach, florida, usa"
253005,43.0,"huntsville, alabama, usa"
258879,34.0,"austin, usa"
260974,34.0,"chicago, illinois, usa"
261265,22.0,"bremerton, washington, usa"
266807,35.0,"tustin, california, usa"
270554,34.0,"fredericton, new brunswick, canada"
275020,34.0,"new york, usa"
51,34.0,"renton, washington, usa"
735,29.0,"cortland, new york, usa"
1619,34.0,"visalia, california, usa"
5331,26.0,"hull, england, united kingdom"
5476,34.0,"chester, usa"
6866,51.0,"paris, ile de france, france"
7860,34.0,"northfield, massachusetts, usa"
17337,34.0,"jacksonville, usa"
18170,27.0,"reus, catalunya, andorra"
24186,36.0,"vineland, new jersey, usa"
26416,46.0,"ft worth, texas, usa"
30531,23.0,"st petersburg, florida, usa"
30854,34.0,"warrington, pennsylvania, usa"
32036,34.0,"lakeland, florida, usa"
32524,34.0,"redington beach, florida, usa"
36286,21.0,"kl, malaysia"
37311,34.0,"oroville, california, usa"
39227,37.0,"san diego, california, usa"
40199,39.0,"hendersonville, north carolina, usa"
41162,34.0,"west chicago, illinois, usa"
41580,47.0,"niles, michigan, usa"
45383,51.0,"elizabethtown, pennsylvania, usa"
45454,49.0,"bear, delaware, usa"
45557,33.0,"flossmoor, illinois, usa"
46671,49.0,"chery hill, new jersey, usa"
52328,62.0,"mulvane, kansas, usa"
54622,34.0,"kuala lumpur, federal territory, malaysia"
55858,28.0,"dartmouth, nova scotia, canada"
56307,34.0,"el segundo, california, usa"
57068,34.0,"arlington, virginia, usa"
58776,54.0,"jacksonville, usa"
59918,34.0,"la crosse, wisconsin, usa"
60229,34.0,"fort wayne, indiana, usa"
60711,24.0,"attleboro, massachusetts, usa"
62844,34.0,"rochester, new york, usa"
62895,39.0,"chesterfield, derbyshire, united kingdom"
63865,39.0,"pomona, california, usa"
72863,33.0,"amersfoort, utrecht, netherlands"
74637,29.0,"derby, kansas, usa"
76795,34.0,"greenwood, indiana, usa"
78496,34.0,"hampton, illinois, usa"
80642,43.0,"st louis, missouri, usa"
82926,34.0,"vista, california, usa"
84882,34.0,"woodstock, georgia, usa"
86107,34.0,"stockton, california, usa"
87473,28.0,"northampton, massachusetts, usa"
90146,34.0,"gilroy, california, usa"
90423,50.0,"gaithersburg, maryland, usa"
91059,54.0,"evanston, wyoming, usa"
92132,20.0,"terre haute, indiana, usa"
92278,44.0,"albuquerque, new mexico, usa"
93871,34.0,"seattle, washington, usa"
94237,34.0,"tampa, florida, usa"
97160,34.0,"north port, florida, usa"
99650,34.0,"frenchtown, montana, usa"
101341,34.0,"northridge, california, usa"
101744,34.0,"st anne, illinois, usa"
104880,21.0,"madison, wisconsin, usa"
106225,38.0,"chicago, illinois, usa"
110847,34.0,"glens falls, new york, usa"
114200,41.0,"cleveland, ohio, usa"
114655,23.0,"windsor, ontario, canada"
114695,34.0,"palmerston, ontario, canada"
115675,23.0,"rockville centre, new york, usa"
116630,61.0,"syracuse, new york, usa"
117489,34.0,"houston, texas, usa"
118484,34.0,"wonder lake, illinois, usa"
119387,32.0,"louisville, kentucky, usa"
119631,46.0,"madison, wisconsin, usa"
121042,34.0,"saint louis, missouri, usa"
123809,34.0,"minneapolis, usa"
126783,44.0,"wolverhampton, england, united kingdom"
126948,26.0,"heidelberg, badenwuerttemberg, germany"
128639,57.0,"st louis, usa"
130199,20.0,"canoga park, california, usa"
130658,90.0,"montreal, usa"
131108,21.0,"storm lake, iowa, usa"
133682,34.0,"las cruces, new mexico, usa"
134247,26.0,"winfield, illinois, usa"
136401,34.0,"oceanside, california, usa"
138097,35.0,"winter park, florida, usa"
143415,50.0,"bellingham, washington, usa"
145234,52.0,"orlando, florida, usa"
145423,33.0,"lapeer, michigan, usa"
145614,41.0,"st clairsville, ohio, usa"
145961,51.0,"bolingbrook, illinois, usa"
149908,29.0,"hull, england, united kingdom"
151143,34.0,"deming, new mexico, usa"
154443,31.0,"kingsland, georgia, usa"
154469,34.0,"troisrivires ouest, quebec, canada"
161348,17.0,"palmdale, california, usa"
168877,48.0,"deltona, florida, usa"
174726,34.0,"san diego, california, usa"
174738,43.0,"elkhart, indiana, usa"
174834,59.0,"portland, oregon, usa"
174911,34.0,"rochester, new hampshire, usa"
175000,27.0,"ridgeland, mississippi, usa"
175647,34.0,"nieuwegein, utrecht, netherlands"
176577,54.0,"charlottesville, virginia, usa"
177072,47.0,"moberly, missouri, usa"
177451,34.0,"arlington, texas, usa"
178195,58.0,"spokane, washington, usa"
180586,34.0,"creston, british columbia, canada"
180651,54.0,"coventry, england, united kingdom"
180903,31.0,"meudon, france"
183995,49.0,"columbus grandview heights, ohio, usa"
184401,55.0,"olympia, washington, united state"
188696,34.0,"chula vista, california, usa"
192230,30.0,"topeka, kansas, usa"
200386,34.0,"vista, california, usa"
201783,25.0,"white haven, pennsylvania, usa"
203274,44.0,"olympia, washington, usa"
203441,38.0,"crownsville, maryland, usa"
204011,46.0,"enfield, new hampshire, usa"
206567,33.0,"new orleans, louisiana, usa"
207341,58.0,"ottawa, ontario, canada"
207440,34.0,"cary, north carolina, usa"
208781,44.0,"lake george, new york, usa"
211231,21.0,"prague, czech republic"
211944,42.0,"gap, usa"
212119,34.0,"elkhart, indiana, usa"
214138,79.0,"florida, usa"
215357,34.0,"zephyrhills, florida, usa"
219321,34.0,"marshfield, massachusetts, usa"
221687,34.0,"beach park, illinois, usa"
221981,39.0,"vineland, new jersey, usa"
223325,48.0,"louisville, kentucky, usa"
223587,34.0,"pgh, pennsylvania, usa"
223644,30.0,"newmarket, ontario, canada"
224427,46.0,"saint augustine, florida, usa"
228249,20.0,"ocala, florida, usa"
228579,29.0,"brooklyn, new york, usa"
231251,34.0,"woodstock, usa"
232316,28.0,"oakland, california, usa"
233526,35.0,"kissimmee, florida, usa"
233670,25.0,"casselberry, florida, usa"
234743,34.0,"hampton, virginia, usa"
236164,42.0,"elkhorn, nebraska, usa"
238889,33.0,"clark fork, idaho, usa"
241401,34.0,"coral springs, florida, usa"
242103,26.0,"panama city, florida, usa"
243488,55.0,"seattle, washington, usa"
244657,32.0,"chicago, illinois, usa"
245740,42.0,"new brighton, minnesota, usa"
246740,46.0,"cypress, texas, usa"
248752,25.0,"charlottesville, virginia, usa"
250510,34.0,"st louis, missouri, usa"
252654,34.0,"hoboken, new jersey, usa"
254412,34.0,"st johnsbury, vermont, usa"
254938,34.0,"tucson, arizona, usa"
255175,34.0,"san diego, california, usa"
259205,24.0,"magdeburg, sachsenanhalt, germany"
265281,32.0,"virginia beach, virginia, usa"
267409,34.0,"las vegas, nevada, usa"
268012,34.0,"bethesda, maryland, usa"
268244,33.0,"san marcos, california, usa"
269273,34.0,"costa mesa, california, usa"
270211,33.0,"university city, missouri, usa"
271245,34.0,"seattle, washington, usa"
274325,51.0,"amsterdam, noordholland, netherlands"
274361,60.0,"markham, usa"
275357,38.0,"charlotte, north carolina, usa"
275439,34.0,"lincoln city, oregon, usa"
277168,37.0,"palestine, texas, usa"
277922,26.0,"st louis, missouri, usa"
278333,34.0,"yakima, washington, usa"
53,34.0,"tacoma, washington, usa"
55486,34.0,"mt prospect, illinois, usa"
128835,60.0,"bellingham, washington, usa"
132275,34.0,"lake charles, louisiana, usa"
141989,44.0,"fraser valley, british columbia, canada"
246427,34.0,"fort worth, texas, usa"
25471,39.0,"silver spring, maryland, usa"
35424,22.0,"cary, north carolina, usa"
64333,27.0,"paris, ile de france, france"
117539,30.0,"rock hill, south carolina, usa"
187245,34.0,"longmont, colorado, usa"
11629,21.0,"houston, texas, usa"
29083,34.0,"newark, delaware, usa"
36442,34.0,"menlo park, california, usa"
81924,38.0,"boulder, colorado, usa"
85015,34.0,"cambridge, massachusetts, usa"
88767,41.0,"boonton, new jersey, usa"
96107,34.0,"san antonio, texas, usa"
139467,53.0,"norfolk, virginia, usa"
178151,58.0,"lake elsinore, california, usa"
191188,80.0,"oakland, california, usa"
209229,35.0,"fairfax, usa"
245925,57.0,"sacramento, california, usa"
110693,34.0,"tacoma, washington, usa"
56,24.0,"cheyenne, wyoming, usa"
4431,34.0,"lewisville, texas, usa"
14254,43.0,"centreville, nova scotia, canada"
16996,23.0,"stratford, iowa, usa"
29058,34.0,"fort collins, colorado, usa"
29387,34.0,"plymouth, minnesota, usa"
58151,34.0,"harrisburg, pennsylvania, usa"
75852,34.0,"north bend, washington, usa"
76781,30.0,"fountain valley, california, usa"
91967,34.0,"lincoln, nebraska, usa"
93629,54.0,"baton rouge, louisiana, usa"
122141,34.0,"omaha, midwest, usa"
127129,34.0,"langley, british columbia, canada"
138189,37.0,"saint paul, minnesota, usa"
158258,34.0,"tucson, arizona, usa"
173828,56.0,"rome, ohio, usa"
174851,43.0,"missoula, montana, usa"
178731,43.0,"paullina, iowa, usa"
196728,34.0,"providence, rhode island, usa"
211117,34.0,"boca raton, florida, usa"
214272,42.0,"paris, tennessee, usa"
224159,34.0,"redding, california, usa"
233578,43.0,"san antonio, texas, usa"
239393,34.0,"portland, oregon, usa"
259793,34.0,"flint, michigan, usa"
58252,17.0,"long island, new york, usa"
76499,34.0,"new york, usa"
130806,20.0,"sussex, new brunswick, canada"
134408,19.0,"vicksburg, michigan, usa"
138301,29.0,"pasco, washington, usa"
152249,34.0,"salt lake, utah, usa"
178945,34.0,"copenhagen, denmark"
212260,34.0,"geneva, new york, usa"
238887,34.0,"mahtomedi, minnesota, usa"
72368,15.0,"milford, iowa, usa"
75908,15.0,"milford, iowa, usa"
241981,34.0,"seattle, washington, usa"
64,32.0,"lyon, rhone, france"
67,43.0,"framingham, massachusetts, usa"
32195,34.0,"fall river, massachusetts, usa"
64010,34.0,"barrie, ontario, canada"
152435,40.0,"indianapolis, indiana, usa"
184891,50.0,"yucaipa, california, usa"
245988,34.0,"regina, saskatchewan, canada"
7915,34.0,"st paul, minnesota, usa"
8167,39.0,"cambridge, usa"
11065,46.0,"columbia, missouri, usa"
11718,34.0,"reno, nevada, usa"
12100,26.0,"quezon city, national capital region, philippines"
12423,52.0,"bloomington, illinois, usa"
13551,34.0,"raleigh, north carolina, usa"
16488,36.0,"milwaukee, wisconsin, usa"
19664,19.0,"katonah, new york, usa"
21618,24.0,"atlanta, georgia, usa"
22074,34.0,"san luis obispo, california, usa"
27947,28.0,"lima, ohio, usa"
30511,34.0,"culemborg, gelderland, netherlands"
31226,33.0,"sofia, sofiiska, bulgaria"
35789,34.0,"los angeles, california, usa"
36609,32.0,"zachary, louisiana, usa"
37019,34.0,"sunnyvale, california, usa"
38007,34.0,"mt view, california, usa"
46461,34.0,"hershey, pennsylvania, usa"
51359,34.0,"lenexa, kansas, usa"
51883,31.0,"jasper, missouri, usa"
56661,34.0,"green, ohio, usa"
60041,29.0,"okemos, michigan, usa"
70541,26.0,"hamburg, germany"
80203,34.0,"olympia, wa, usa"
81216,34.0,"lake jackson, texas, usa"
81274,28.0,"london, england, united kingdom"
84523,30.0,"apopka, usa"
85455,34.0,"winona, minnesota, usa"
92498,34.0,"sydney, new south wales, australia"
93397,44.0,"chicago, illinois, usa"
103699,25.0,"salt lake city, utah, usa"
109785,40.0,"new york, usa"
111979,24.0,"seattle, washington, usa"
115907,37.0,"sunnyvale, california, usa"
117956,34.0,"new castle, indiana, usa"
127417,34.0,"beacon, new york, usa"
127826,34.0,"duluth, georgia, usa"
129358,36.0,"highland, california, usa"
134467,35.0,"mannheim, badenwrttemberg, germany"
135382,50.0,"stpaul, minnesota, usa"
144667,34.0,"seattle, washington, usa"
146648,44.0,"berwick, nova scotia, canada"
146874,34.0,"lilburn, georgia, usa"
147224,41.0,"mechanicsburg, pennsylvania, usa"
151757,35.0,"north canton, ohio, usa"
152939,43.0,"glasgow, scotland, united kingdom"
152990,53.0,"waterville, nova scotia, canada"
163307,24.0,"tulsa, oklahoma, usa"
166581,70.0,"rogers, arkansas, usa"
167189,43.0,"coburg, oregon, usa"
174154,34.0,"crystal lake, usa"
174501,34.0,"austin, texas, usa"
180915,35.0,"sofia, sofiiska, bulgaria"
184547,46.0,"seattle, washington, usa"
186848,31.0,"madison, wisconsin, usa"
187425,12.0,"san francisco, california, usa"
191716,49.0,"tatamagouche, nova scotia, canada"
196475,34.0,"philadelphia, pennsylvania, usa"
201677,29.0,"hawthorne, new jersey, usa"
203621,37.0,"weehawken, new jersey, usa"
210921,35.0,"davis, california, usa"
215988,42.0,"lake oswego, oregon, usa"
223154,33.0,"wilmington, north carolina, usa"
224923,24.0,"cleveland, ohio, usa"
226205,48.0,"romeoville, illinois, usa"
229085,53.0,"grass valley, california, usa"
235123,34.0,"raleigh, north carolina, usa"
236959,35.0,"st louis, missouri, usa"
238227,34.0,"wauwatosa, wisconsin, usa"
241652,34.0,"duluth, minnesota, usa"
252848,32.0,"vinton, virginia, usa"
254467,29.0,"walnut creek, california, usa"
259388,34.0,"oakland, california, usa"
266457,35.0,"white oak, texas, usa"
273140,34.0,"huntingdon, pennsylvania, usa"
278535,34.0,"oshkosh, wisconsin, usa"
254,24.0,"minneapolis, minnesota, usa"
885,34.0,"jacksonville, texas, usa"
1424,34.0,"north avoca, new south wales, australia"
1650,34.0,"victoria, british columbia, canada"
1773,16.0,"northridge, california, usa"
3026,34.0,"kuala lumpur, malaysia"
3350,23.0,"colorado springs, colorado, usa"
5903,25.0,"vienna, austria"
6323,35.0,"wilmington, north carolina, usa"
7736,34.0,"richmond, california, usa"
7856,34.0,"drachten, friesland, netherlands"
7958,27.0,"oeiras, lisbon, portugal"
11657,25.0,"cincinnati, ohio, usa"
13995,34.0,"adelaide, south australia, australia"
14393,34.0,"vienna, usa"
14897,24.0,"shiki, saitama, japan"
15408,34.0,"cary, north carolina, usa"
18082,38.0,"southern, california, usa"
18172,36.0,"levittown, pennsylvania, usa"
18254,34.0,"nanaimo, british columbia, canada"
20755,34.0,"martinez, california, usa"
23664,34.0,"exeter, new hampshire, usa"
24394,34.0,"santa barbara, california, usa"
25966,34.0,"key west, florida, usa"
30182,34.0,"pownal, vermont, usa"
30333,34.0,"ogallala, nebraska, usa"
31006,34.0,"woodland, california, usa"
31688,34.0,"mesa, arizona, usa"
31919,52.0,"skokie, illinois, usa"
33263,23.0,"alliance, ohio, usa"
33319,24.0,"calgary, alberta, canada"
36540,32.0,"norristown, pennsylvania, usa"
36677,28.0,"studio city, california, usa"
36973,34.0,"new york, usa"
37493,34.0,"auxvasse, missouri, usa"
38899,34.0,"richmond, british columbia, canada"
40553,34.0,"st cloud, minnesota, usa"
40617,42.0,"shelton, washington, usa"
41589,51.0,"bellingham, washington, usa"
43337,41.0,"new york, usa"
45297,34.0,"oak creek, wisconsin, usa"
46345,53.0,"annapolis, maryland, usa"
46404,20.0,"vancouver, british columbia, canada"
50204,36.0,"lebanon, pennsylvania, usa"
50711,34.0,"norfolk, virginia, usa"
51891,37.0,"downers grove, illinois, usa"
52199,47.0,"houston, texas, usa"
52256,17.0,"duluth, minnesota, usa"
53241,34.0,"hillsborough, new jersey, usa"
54493,34.0,"baton rouge, louisiana, usa"
55272,34.0,"panama city, florida, usa"
56598,45.0,"albuquerque, new mexico, usa"
58382,34.0,"bountiful, utah, usa"
60392,43.0,"bardonia, new york, usa"
60555,34.0,"grayling, michigan, usa"
60707,38.0,"manchester, new hampshire, usa"
63389,25.0,"saratoga, california, usa"
63394,22.0,"eufaula, alabama, usa"
68721,30.0,"calgary, alberta, canada"
68886,37.0,"miami, florida, usa"
72099,41.0,"el cajon, usa"
73588,38.0,"astoria, new york, usa"
74665,34.0,"new bedford, massachusetts, usa"
75251,16.0,"cape coral, florida, usa"
76512,48.0,"warminster, pennsylvania, usa"
76818,49.0,"little rock, arkansas, usa"
79815,25.0,"new york, usa"
82968,32.0,"edmonton, alberta, canada"
83135,29.0,"auburn, new york, usa"
83496,34.0,"westfield, new jersey, usa"
84427,58.0,"ballwin, missouri, usa"
84940,41.0,"white bear lake, minnesota, usa"
85093,34.0,"racine, wisconsin, usa"
86145,45.0,"alexandria, virginia, usa"
86202,26.0,"sydney, new south wales, australia"
87093,34.0,"vancouver, british columbia, canada"
88873,34.0,"san marcos, texas, usa"
89851,34.0,"warminster, pennsylvania, usa"
90883,36.0,"sacramento, california, usa"
91405,17.0,"warner robins, georgia, usa"
93046,47.0,"fallon, nevada, usa"
93092,22.0,"sherwood park, alberta, canada"
93855,53.0,"hartford, connecticut, usa"
94737,34.0,"palm bay, florida, usa"
95193,69.0,"bellingham, washington, usa"
95741,29.0,"guelph, ontario, canada"
96009,34.0,"palmyra, virginia, usa"
96357,31.0,"aiken, south carolina, usa"
96611,22.0,"shippensburg, pennsylvania, usa"
97055,51.0,"toronto, ontario, canada"
98078,54.0,"rochester, michigan, usa"
98356,45.0,"west blocton, alabama, usa"
101029,20.0,"kingston, ontario, canada"
101803,34.0,"chicago, illinois, usa"
102034,32.0,"eau claire, wisconsin, usa"
105054,29.0,"edmonton, alberta, canada"
106946,34.0,"salt lake city, utah, usa"
107383,34.0,"davenport, iowa, usa"
108285,22.0,"appleton, wisconsin, usa"
110349,27.0,"sioux city, iowa, usa"
111228,18.0,"lisle, new york, usa"
111749,34.0,"edmonton, alberta, canada"
113155,28.0,"san jose, california, usa"
114217,24.0,"petaling jaya, selangor, malaysia"
116499,34.0,"coral springs, florida, usa"
116810,34.0,"mooresville, north carolina, usa"
117131,56.0,"toronto, ontario, canada"
117241,33.0,"munich, bavaria, germany"
120187,34.0,"arvada, colorado, usa"
122958,34.0,"mesquite, texas, usa"
123056,32.0,"halifax, nova scotia, canada"
125411,43.0,"louisville, kentucky, usa"
125928,34.0,"glendale heights, illinois, usa"
126127,34.0,"burnaby, british columbia, canada"
126903,34.0,"lancaster, pennsylvania, usa"
127668,25.0,"garland, texas, usa"
129474,50.0,"fife wa, usa"
132572,45.0,"dartmouth, nova scotia, canada"
136093,39.0,"boise, idaho, usa"
138198,37.0,"edmonton, alberta, canada"
140223,27.0,"somerville, massachusetts, usa"
140555,31.0,"vancouver, british columbia, canada"
141704,29.0,"los angeles, california, usa"
142823,29.0,"san diego, california, australia"
142970,17.0,"l mesa, california, usa"
143211,34.0,"greenbelt, maryland, usa"
144151,34.0,"harrison, tennessee, usa"
144864,25.0,"fredericton, new brunswick, canada"
146517,22.0,"istanbul, turkey"
146855,34.0,"fargo, north dakota, usa"
148028,34.0,"decatur, texas, usa"
148123,28.0,"calgary, alberta, canada"
150661,36.0,"scottsdale, arizona, usa"
151634,34.0,"berkeley, california, usa"
152946,25.0,"lisbon, portugal"
153322,33.0,"york, usa"
154465,32.0,"albany, california, usa"
154975,29.0,"dallas, texas, usa"
157594,34.0,"vancouver, british columbia, canada"
158509,34.0,"portland, oregon, usa"
158559,34.0,"san diego, california, usa"
159647,34.0,"high prairie, alberta, canada"
161993,34.0,"marysville, washington, usa"
162028,21.0,"clark, new jersey, usa"
162564,28.0,"marietta, georgia, usa"
162827,34.0,"seattle, washington, usa"
162968,22.0,"cornwall, ontario, canada"
168804,31.0,"santa rosa, california, usa"
170722,23.0,"edmonton, alberta, canada"
174509,34.0,"new london, ohio, usa"
175185,41.0,"nanaimo, british columbia, canada"
175805,34.0,"toronto, ontario, canada"
176161,34.0,"vancouver, british columbia, canada"
177660,34.0,"lille, nord, france"
178181,32.0,"bloomfield hills, michigan, usa"
178920,31.0,"san francisco, california, usa"
179534,31.0,"pasadena, california, usa"
179978,28.0,"perry, new york, usa"
181691,26.0,"chicago, illinois, usa"
182527,62.0,"pekin, illinois, usa"
183131,34.0,"dallas, texas, usa"
184770,40.0,"victoria, british columbia, canada"
187922,34.0,"taunton, massachusetts, usa"
188010,34.0,"edmonton, alberta, canada"
188902,30.0,"port moody, british columbia, canada"
190976,34.0,"bradford, pennsylvania, usa"
191694,62.0,"fremont, california, usa"
192119,39.0,"occoquan, virginia, usa"
193695,34.0,"long beach, usa"
193723,50.0,"south ogden, utah, usa"
194156,34.0,"saco, maine, usa"
